Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R1,10K,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,15.3,14.9,0.0,bottom
R2,10K,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,18.9,12.4,0.0,bottom
